provider_name,provider_type,state,description,email,contact_number,address,website,payment_method,payment_details
Mornington Peninsula Body Corporate Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Mornington Peninsula Body Corporate Management for a Victorian property.,,,,,,
Mornington Peninsula Shire Council,LGA,VIC,Order the Council Land Information Certificate from Mornington Peninsula Shire Council for a property in Mornington Peninsula Shire.,customerservice@mornpen.vic.gov.au,1300 850 600,Mornington Peninsula Shire,https://www.mornpen.vic.gov.au,,
MORNINGTON RESORTS PTY LTD,BodyCorp,VIC,Order the Owners Corporation Certificate from MORNINGTON RESORTS PTY LTD for a Victorian property.,,,,,,
Morrison Commercial,BodyCorp,VIC,Order the Owners Corporation Certificate from Morrison Commercial for a Victorian property.,,,,,,
Mosman City Council,LGA,NSW,Order the Outstanding Notices S.735A & 121ZP from Mosman City Council.,council@mosman.nsw.gov.au,02 9978 4000,Mosman,https://www.mosman.nsw.gov.au,,
Mount Alexander Shire Council,LGA,VIC,Order the Council Land Information Certificate from Mount Alexander Shire Council for a property in Mount Alexander Shire.,info@mountalexander.vic.gov.au,,Mount Alexander Shire,https://www.mountalexander.vic.gov.au,,
Mount Isa City Council,LGA,QLD,Order the Town plan: Limited (Residential) from Mount Isa City Council.,info@mountisa.qld.gov.au,,Mount Isa City,https://www.mountisa.qld.gov.au,,
Mount Martha Valley Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Mount Martha Valley Estate for a Victorian property.,,,,,,
Moylan Group,BodyCorp,VIC,Order the Owners Corporation Certificate from Moylan Group for a Victorian property.,,,,,,
Moyne Shire Council,LGA,VIC,Order the Council Land Information Certificate from Moyne Shire Council for a property in Moyne Shire.,info@moyne.vic.gov.au,,Moyne Shire,https://www.moyne.vic.gov.au,,
Mr G Acciarito,BodyCorp,VIC,Order the Owners Corporation Certificate from Mr G Acciarito for a Victorian property.,,,,,,
Mr Harold Maguire and Mrs Betty Maguire,BodyCorp,VIC,Order the Owners Corporation Certificate from Mr Harold Maguire and Mrs Betty Maguire for a Victorian property.,,,,,,
Mr John Ryan,BodyCorp,VIC,Order the Additional Owners Corporation Certificate from Mr John Ryan for a Victorian property.,,,,,,
Mr Kelvin Heath,BodyCorp,VIC,Order the Owners Corporation Certificate from Mr Kelvin Heath for a Victorian property.,,,,,,
Mr Ray Baldry,BodyCorp,VIC,Order the Owners Corporation Certificate from Mr Ray Baldry for a Victorian property.,,,,,,
Mt Eliza Terraces,BodyCorp,VIC,Order the Owners Corporation Certificate from Mt Eliza Terraces for a Victorian property.,,,,,,
MTB,BodyCorp,VIC,Order the Owners Corporation Certificate from MTB for a Victorian property.,,,,,,
Mulcahy & Co.,BodyCorp,VIC,Order the Owners Corporation Certificate from Mulcahy & Co.,,,,,,
Multi Lot Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Multi Lot Management for a Victorian property.,,,,,,
Multimot Management,BodyCorp,VIC,Order the Owners Corporation Certificate from Multimot Management for a Victorian property.,,,,,,
Murray River City Council,LGA,NSW,Order the Council Sewerage Diagram from Murray River City Council.,info@murrayriver.nsw.gov.au,,Murray River,https://www.murrayriver.nsw.gov.au,,
Murray View Estate Owners Corporation,BodyCorp,VIC,Order the Owners Corporation Certificate from Murray View Estate Owners Corporation for a Victorian property.,,,,,,
Murrindindi Shire Council,LGA,VIC,Order the Council Land Information Certificate from Murrindindi Shire Council for a property in Murrindindi Shire.,info@murrindindi.vic.gov.au,,Murrindindi Shire,https://www.murrindindi.vic.gov.au,,
Murrumbidgee City Council,LGA,NSW,Order the Outstanding Notice & Orders Certificate (735A & 121ZP) from Murrumbidgee City Council.,info@murrumbidgee.nsw.gov.au,,Murrumbidgee,https://www.murrumbidgee.nsw.gov.au,,
Murweh Shire Council,LGA,QLD,Order the Health Inspection search (min fee) from Murweh Shire Council.,info@murweh.qld.gov.au,,Murweh Shire,https://www.murweh.qld.gov.au,,
Muswellbrook City Council,LGA,NSW,Order the Outstanding Notices S.735A from Muswellbrook City Council.,info@muswellbrook.nsw.gov.au,,Muswellbrook,https://www.muswellbrook.nsw.gov.au,,
My Global Strata Group,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from My Global Strata Group for a Victorian property.,,,,,,
NAI Harcourts,BodyCorp,VIC,Order the Owners Corporation Certificate from NAI Harcourts for a Victorian property.,,,,,,
Naison Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Naison Real Estate for a Victorian property.,,,,,,
Nambucca City Council,LGA,NSW,Order the Outstanding Notcies S.121ZP from Nambucca City Council.,info@nambucca.nsw.gov.au,,Nambucca,https://www.nambucca.nsw.gov.au,,
Narrabri City Council,LGA,NSW,Order the Planning Certificate S.10.7(2) & S.10.7(5) from Narrabri City Council.,info@narrabri.nsw.gov.au,,Narrabri,https://www.narrabri.nsw.gov.au,,
Narrandera City Council,LGA,NSW,Order the Planning Certificate S.10.7(2) & S.10.7(5) from Narrandera City Council.,info@narrandera.nsw.gov.au,,Narrandera,https://www.narrandera.nsw.gov.au,,
Narromine City Council,LGA,NSW,Order the Outstanding Notices S.735A from Narromine City Council.,info@narromine.nsw.gov.au,,Narromine,https://www.narromine.nsw.gov.au,,
National Mortgage Printing and Execution,Other,VIC,Order the National Mortgage Printing and Execution from National Mortgage Printing and Execution for a Victorian property.,,,,,,
National Parks & Wildlife City Council,LGA,NSW,Order the National Parks & Wildlife from National Parks & Wildlife City Council.,info@nationalparksandwildlife.nsw.gov.au,,National Parks & Wildlife,https://www.nationalparksandwildlife.nsw.gov.au,,
National Sterling Strata Management,BodyCorp,VIC,Order the Owners Corporation Certificate from National Sterling Strata Management for a Victorian property.,,,,,,
National Trust of Australia City Council,LGA,NSW,Order the National Trust of Australia from National Trust of Australia City Council.,info@nationaltrustofaustralia.nsw.gov.au,,National Trust of Australia,https://www.nationaltrustofaustralia.nsw.gov.au,,
National Trust VIC Branch,State_government,VIC,Order the National Trust Certificate from National Trust VIC Branch for a Victorian property.,,,,,,
Nationwide Body Corporate Management,BodyCorp,VIC,Order the Urgent within 3-5 days Owners Corporation Certificate from Nationwide Body Corporate Management for a Victorian property.,,,,,,
NationWide Strata Vic,BodyCorp,VIC,Order the Owners Corporation Certificate from NationWide Strata Vic for a Victorian property.,,,,,,
Neighbourly Strata (Beacon OC Management Services),BodyCorp,VIC,Order the Owners Corporation Certificate from Neighbourly Strata (Beacon OC Management Services) for a Victorian property.,,,,,,
Nelson Alexander Pty. Ltd.,BodyCorp,VIC,Order the Owners Corporation Certificate from Nelson Alexander Pty.,,,,,,
Network Pacific Real Estate Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Network Pacific Real Estate Pty Ltd for a Victorian property.,,,,,,
Network Pacific Strata Management P/L,BodyCorp,VIC,Order the Owners Corporation Certificate from Network Pacific Strata Management P/L for a Victorian property.,,,,,,
Network Pacific Strata Management Pty. Ltd.,BodyCorp,VIC,Order the Owners Corporation Certificate from Network Pacific Strata Management Pty.,,,,,,
Newcastle City Council,LGA,NSW,Order the Outstanding Notices/Orders from Newcastle City Council.,mail@ncc.nsw.gov.au,02 4974 2000,Newcastle,https://www.newcastle.nsw.gov.au,,
Newcomb Village Body Corporate,BodyCorp,VIC,Order the Owners Corporation Certificate from Newcomb Village Body Corporate for a Victorian property.,,,,,,
Newport Real Estate Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Newport Real Estate Pty Ltd for a Victorian property.,,,,,,
Nexus Corporate,BodyCorp,VIC,Order the Owners Corporation Certificate from Nexus Corporate for a Victorian property.,,,,,,
Nicholson Real Estate,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from Nicholson Real Estate for a Victorian property.,,,,,,
Nick Roberts,BodyCorp,VIC,Order the Owners Corporation Certificate from Nick Roberts for a Victorian property.,,,,,,
Nillumbik Shire Council,LGA,VIC,Order the Council Land Information Certificate from Nillumbik Shire Council for a property in Nillumbik Shire.,nillumbik@nillumbik.vic.gov.au,03 9433 3111,Nillumbik Shire,https://www.nillumbik.vic.gov.au,,
Nixon Management Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Nixon Management Services for a Victorian property.,,,,,,
Noble House,BodyCorp,VIC,Order the Owners Corporation Certificate from Noble House for a Victorian property.,,,,,,
Noble House Property Agents,BodyCorp,VIC,Order the Owners Corporation Certificate from Noble House Property Agents for a Victorian property.,,,,,,
Noel Curtis & Associates,BodyCorp,VIC,Order the Owners Corporation Certificate from Noel Curtis & Associates for a Victorian property.,,,,,,
Noel Jones,BodyCorp,VIC,Order the Owners Corporation Certificate from Noel Jones for a Victorian property.,,,,,,
NOH & Associates,BodyCorp,VIC,Order the Owners Corporation Certificate from NOH & Associates for a Victorian property.,,,,,,
NOH OC Management,BodyCorp,VIC,Order the Owners Corporation Certificate from NOH OC Management for a Victorian property.,,,,,,
Noosa Shire Council,LGA,QLD,Order the Rates: Certificate from Noosa Shire Council.,mail@noosa.qld.gov.au,07 5329 6500,Noosa Shire,https://www.noosa.qld.gov.au,,
Norman Barton Builders Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Norman Barton Builders Pty Ltd for a Victorian property.,,,,,,
Norris First National Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from Norris First National Real Estate for a Victorian property.,,,,,,
North Burnett Regional Council,LGA,QLD,Order the Rates: Ordinary search (includes water) from North Burnett Regional Council.,info@northburnett.qld.gov.au,,North Burnett Regional,https://www.northburnett.qld.gov.au,,
North Central Catchment Management Authority,State_government,VIC,Order the CMA Rural Floodplain Certificate from North Central Catchment Management Authority for a Victorian property.,,,,,,
North East Catchment Management Authority,State_government,VIC,Order the CMA Rural Floodplain Certificate from North East Catchment Management Authority for a Victorian property.,,,,,,
North East Region Water,Utility,VIC,North East Water — regional water corporation for north-east Victoria.,info@newater.com.au,1300 361 633,North East Region,https://www.newater.com.au,,
North Sydney City Council,LGA,NSW,Order the Outstanding Notices S.735A & 121ZP from North Sydney City Council.,council@northsydney.nsw.gov.au,02 9936 8100,North Sydney,https://www.northsydney.nsw.gov.au,,
Northcross Property Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Northcross Property Services for a Victorian property.,,,,,,
Northern Beaches City Council,LGA,NSW,Order the Outstanding Notices/Orders Certificate from Northern Beaches City Council.,council@northernbeaches.nsw.gov.au,1300 434 434,Northern Beaches,https://www.northernbeaches.nsw.gov.au,,
Northern Grampian Shire Council,LGA,VIC,Order the Council Land Information Certificate - Standard Service from Northern Grampian Shire Council for a property in Northern Grampian Shire.,info@northerngrampian.vic.gov.au,,Northern Grampian Shire,https://www.northerngrampian.vic.gov.au,,
Northern Property Administration Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Northern Property Administration Pty Ltd for a Victorian property.,,,,,,
Northwest Secretarial Services,BodyCorp,VIC,Order the Owners Corporation Certificate from Northwest Secretarial Services for a Victorian property.,,,,,,
Not known,BodyCorp,VIC,Order the Owners Corporation Certificate from Not known for a Victorian property.,,,,,,
Noxid & Anrit Developments Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Noxid & Anrit Developments Pty Ltd for a Victorian property.,,,,,,
O'Brien Real Estate,BodyCorp,VIC,Order the Owners Corporation Certificate from O'Brien Real Estate for a Victorian property.,,,,,,
Oak Grange Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Oak Grange Pty Ltd for a Victorian property.,,,,,,
Oak Grange Services Association,BodyCorp,VIC,Order the Owners Corporation Certificate from Oak Grange Services Association for a Victorian property.,,,,,,
Oak Tree Hill Management Services Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Oak Tree Hill Management Services Pty Ltd for a Victorian property.,,,,,,
Oakford Australia Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Oakford Australia Pty Ltd for a Victorian property.,,,,,,
Oaks Hotels & Resorts Vic Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from Oaks Hotels & Resorts Vic Pty Ltd for a Victorian property.,,,,,,
Oberon City Council,LGA,NSW,Order the Outstanding Notices S.735A & 121ZP from Oberon City Council.,info@oberon.nsw.gov.au,,Oberon,https://www.oberon.nsw.gov.au,,
OC 527098R,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from OC 527098R for a Victorian property.,,,,,,
OC Management Services,BodyCorp,VIC,Order the Owners Corporation Certificate from OC Management Services for a Victorian property.,,,,,,
OC Management Solutions,BodyCorp,VIC,Order the Owners Corporation Certificate from OC Management Solutions for a Victorian property.,,,,,,
OC One Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from OC One Pty Ltd for a Victorian property.,,,,,,
OC Pride,BodyCorp,VIC,Order the PS 437659C - Eureka Tower - Owners Corporation Certificate from OC Pride for a Victorian property.,,,,,,
OC Pride- PS 437659C,BodyCorp,VIC,Order the Eureka Tower - Additional Owners Corporation Certificate from OC Pride- PS 437659C for a Victorian property.,,,,,,
OC Solutions Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from OC Solutions Pty Ltd for a Victorian property.,,,,,,
OC Strata Management,BodyCorp,VIC,Order the Glenroy - Owners Corporation Certificate from OC Strata Management for a Victorian property.,,,,,,
OC Strata Management- Glenroy,BodyCorp,VIC,Order the Additional Urgent Owners Corporation Certificate - within 2 business days from OC Strata Management- Glenroy for a Victorian property.,,,,,,
OC1 PTY LTD,BodyCorp,VIC,Order the Owners Corporation Certificate from OC1 PTY LTD for a Victorian property.,,,,,,
OC7300,BodyCorp,VIC,Order the Owners Corporation Certificate from OC7300 for a Victorian property.,,,,,,
OCC Management Pty Ltd,BodyCorp,VIC,Order the Owners Corporation Certificate from OCC Management Pty Ltd for a Victorian property.,,,,,,
OccamStrata,BodyCorp,VIC,Order the OC Certificate 6-10 Business Days from OccamStrata for a Victorian property.,,,,,,
OCCAMSTRATA PTY LTD,BodyCorp,VIC,Order the Urgent Owners Corporation Certificate - within 2 business days from OCCAMSTRATA PTY LTD for a Victorian property.,,,,,,
